AHS_Control_Number,Age,Area_Med_Income,FMR,Poverty_Income,BEDRMS,BUILT,Market_value,HH_QTY,HH_Income,Monthly_Hsg,Monthly_Utility,Total_Wage,FMTStructureType,FMTOwnRent,FMTAssisted
1.73383E+11,53,89200,1901,18034,3,1940,480000,3,137440,2882,179.6666667,80000,1 Single Family,1 Owner,.
1.73384E+11,64,101200,1795,15439,2,1930,1000000,2,177234,2374,248.5,107007,2 2-4 units,1 Owner,.
1.73502E+11,30,64810,819,12036,2,1985,-6,1,40987,865,90,41000,1 Single Family,2 Renter,0 Not Assisted
1.73502E+11,55,64400,1095,15452,3,1940,-6,2,16416,0,0,0,1 Single Family,2 Renter,0 Not Assisted
1.73502E+11,83,64400,821,13948,2,1930,30000,2,38316,581,318,0,1 Single Family,1 Owner,.
1.73502E+11,40,64810,1094,23401,3,1920,40000,4,51174,958,218.6666667,51200,1 Single Family,1 Owner,.
1.73502E+11,34,64400,1095,12019,3,1940,90000,1,25500,956,367.6666667,0,1 Single Family,1 Owner,.
1.73503E+11,67,64400,1095,13964,3,1950,40000,2,42295,876,383,40000,1 Single Family,1 Owner,.
1.73503E+11,36,64810,1094,30913,3,1920,-6,6,24974,857,315.6666667,25000,1 Single Family,2 Renter,0 Not Assisted
1.73503E+11,74,64400,821,11080,2,1940,-6,1,1140,427,122,0,2 2-4 units,2 Renter,0 Not Assisted
1.73503E+11,-9,64810,629,-6,1,1975,-6,-6,-6,-6,22,-9,5 50+ units,2 Renter,.
1.73503E+11,69,64400,1095,13984,3,1950,10000,2,17237,484,151.5,0,1 Single Family,1 Owner,.
1.73503E+11,69,64810,629,11067,1,1975,-6,1,4000,763,44,0,5 50+ units,2 Renter,1 Assisted
1.73503E+11,-9,64810,819,-6,2,1960,-6,-6,-6,-6,76,-9,3 5-19 units,2 Renter,.
1.7355E+11,54,73600,966,12005,2,1920,80000,1,7100,1054,177.0833333,0,1 Single Family,1 Owner,.
1.73551E+11,44,79200,1394,27689,3,1975,230000,5,88400,865,199.6666667,20000,1 Single Family,1 Owner,.
1.73579E+11,56,61900,1421,15452,2,1960,-6,2,99987,2134,123,0,5 50+ units,2 Renter,0 Not Assisted
1.73583E+11,-9,79200,1394,-6,3,1950,10000,-6,-6,-6,50,-9,1 Single Family,1 Owner,.
1.73583E+11,-9,79200,1394,-6,3,1940,-6,-6,-6,-6,217,-9,1 Single Family,2 Renter,.
1.73583E+11,-9,79200,1812,-6,6,1960,-6,-6,-6,-6,217,-9,1 Single Family,2 Renter,.
1.73583E+11,48,79200,1394,12036,3,1940,80000,1,22987,928,228,23000,1 Single Family,1 Owner,.
1.73583E+11,33,79200,1394,15452,3,1919,160000,2,64810,1758,254,50000,1 Single Family,1 Owner,.
1.73584E+11,29,79200,929,15452,1,1930,-6,2,47974,854,54,48000,3 5-19 units,2 Renter,0 Not Assisted
1.73584E+11,56,79200,1812,15452,6,1919,250000,2,40987,1829,282,29000,1 Single Family,1 Owner,.
1.73584E+11,78,79200,1812,23401,6,1919,1010000,4,94987,2945,957.5833333,8000,1 Single Family,1 Owner,.
1.73596E+11,-9,73600,815,-6,1,1919,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
1.73596E+11,43,73600,1231,23401,3,1920,520000,4,40535,3844,252,32000,1 Single Family,1 Owner,.
1.73596E+11,46,73600,1416,18595,5,1920,300000,3,96361,1703,185.8333333,96400,1 Single Family,1 Owner,.
1.73597E+11,62,73600,1231,18126,3,1950,350000,3,201974,850,136.9166667,186000,1 Single Family,1 Owner,.
1.73597E+11,42,73600,1231,18070,3,1919,-6,3,63961,626,148,64000,2 2-4 units,2 Renter,0 Not Assisted
1.73597E+11,-9,73600,966,-6,2,1960,-6,-6,-6,-6,0,-9,1 Single Family,2 Renter,.
1.73597E+11,75,73600,815,11067,1,1975,-6,1,9600,434,24,0,3 5-19 units,2 Renter,0 Not Assisted
1.73823E+11,40,63000,2124,23428,4,1920,-6,4,454,1724,124,480,1 Single Family,2 Renter,0 Not Assisted
1.73846E+11,66,66200,945,11067,2,1940,30000,1,19656,560,118,0,1 Single Family,1 Owner,.
1.73926E+11,47,64810,1094,18622,3,1960,-6,3,24274,920,145,22300,3 5-19 units,2 Renter,0 Not Assisted
1.73927E+11,74,64810,819,13964,2,1980,-6,2,21824,227,38,0,5 50+ units,2 Renter,1 Assisted
1.74037E+11,61,61900,1921,15470,3,1950,500000,2,38374,1605,225,38400,1 Single Family,1 Owner,.
1.74038E+11,31,61900,1421,27539,2,1970,-6,5,29974,1130,55,30000,2 2-4 units,2 Renter,0 Not Assisted
1.74038E+11,67,61900,1421,11080,2,1940,-6,1,80800,1526,26,16000,3 5-19 units,2 Renter,0 Not Assisted
1.74038E+11,58,61900,1101,12005,1,1960,-6,1,64987,1423,173,65000,3 5-19 units,2 Renter,0 Not Assisted
1.74038E+11,57,61900,1421,18050,2,1950,-6,3,45000,1378,78,0,1 Single Family,2 Renter,0 Not Assisted
1.7413E+11,26,89200,1361,15923,2,1930,-6,2,14987,681,202,15000,1 Single Family,2 Renter,1 Assisted
1.7413E+11,86,89200,1361,13936,2,1970,-6,2,34580,2575,133,0,3 5-19 units,2 Renter,0 Not Assisted
1.74258E+11,-9,79200,1394,-6,3,1919,-6,-6,-6,-6,217,-9,1 Single Family,2 Renter,.
1.74258E+11,73,79200,1496,11096,4,1919,260000,1,1000,292,217.1666667,0,1 Single Family,1 Owner,.
1.74259E+11,42,79200,1394,18675,3,1940,70000,3,19974,689,247,14000,1 Single Family,1 Owner,.
1.74273E+11,69,94400,1156,11096,1,1960,-6,1,4000,1531,31,0,3 5-19 units,2 Renter,1 Assisted
1.74336E+11,29,74008,816,12036,1,1960,-6,1,46987,1033,58,47000,3 5-19 units,2 Renter,0 Not Assisted
1.74336E+11,43,74008,1243,27570,3,1950,400000,5,120987,3957,286,1000,1 Single Family,1 Owner,.
1.74336E+11,69,74008,1243,13964,3,1950,90000,2,48518,361,154,0,1 Single Family,1 Owner,.
1.74336E+11,60,74008,1445,15470,4,1960,400000,2,29987,538,212.6666667,0,1 Single Family,1 Owner,.
1.74336E+11,47,74008,1445,27570,4,1970,510000,5,216480,2735,334.8333333,216490,1 Single Family,1 Owner,.
1.74337E+11,22,74008,816,15470,1,1980,-6,2,31174,727,27,31200,3 5-19 units,2 Renter,1 Assisted
1.74337E+11,64,74008,1429,28302,5,1960,200000,5,41961,955,254.1666667,42000,1 Single Family,1 Owner,.
1.745E+11,26,63000,1243,12036,1,1919,-6,1,12987,1251,76,13000,4 20-49 units,2 Renter,0 Not Assisted
1.74501E+11,-9,63000,1243,-6,1,1919,-6,-6,-6,-6,54,-9,4 20-49 units,2 Renter,.
1.74502E+11,79,64400,1095,18126,3,1930,30000,3,-39,439,306.5,0,1 Single Family,1 Owner,.
1.74502E+11,52,64400,1095,18097,3,1940,-6,3,48221,422,0,39847,1 Single Family,2 Renter,0 Not Assisted
1.74502E+11,78,64810,1094,11067,3,1950,60000,1,8600,488,139.5833333,0,1 Single Family,1 Owner,.
1.74502E+11,58,64400,1095,15492,3,1940,150000,2,114974,1509,221.3333333,115000,1 Single Family,1 Owner,.
1.74502E+11,50,64400,1588,18595,7,1920,400000,3,628470,1599,223,0,1 Single Family,1 Owner,.
1.74503E+11,83,64810,819,11114,2,1950,120000,1,36500,395,141,0,1 Single Family,1 Owner,.
1.74503E+11,60,64810,629,12019,1,1975,-6,1,15633,555,42,0,3 5-19 units,2 Renter,0 Not Assisted
1.74503E+11,72,64400,821,13948,2,1940,40000,2,28000,1322,143,0,1 Single Family,1 Owner,.
1.7455E+11,85,73600,1231,11114,3,1960,300000,1,13944,1585,219,0,1 Single Family,1 Owner,.
1.74551E+11,88,79200,1394,13948,3,1940,50000,2,10127,515,453.75,0,1 Single Family,1 Owner,.
1.7458E+11,-9,61900,1101,-6,1,1930,-6,-6,-6,-6,173,-9,3 5-19 units,2 Renter,.
1.74583E+11,26,79200,929,12036,1,1919,-6,1,69987,1081,136,70000,4 20-49 units,2 Renter,0 Not Assisted
1.74583E+11,62,79200,1394,15452,3,1940,160000,2,70000,527,243.6666667,68182,1 Single Family,1 Owner,.
1.74583E+11,31,79200,1394,12036,3,1930,100000,1,112020,875,124,110000,1 Single Family,1 Owner,.
1.74583E+11,-9,79200,1119,-6,2,1950,-6,-6,-6,-6,94.83333333,-9,5 50+ units,2 Renter,.
1.74584E+11,31,79200,1394,27570,3,1919,-6,5,27187,1162,298,26000,1 Single Family,2 Renter,0 Not Assisted
1.74584E+11,-9,79200,929,-6,1,1930,-6,-6,-6,-6,126,-9,3 5-19 units,2 Renter,.
1.74584E+11,50,79200,1496,38322,4,1930,70000,7,53522,900,425,33600,1 Single Family,1 Owner,.
1.74584E+11,76,79200,1394,11114,3,1930,80000,1,-13,188,131,0,1 Single Family,1 Owner,.
1.74584E+11,29,79200,1394,18622,3,1970,-6,3,4107,656,156,0,1 Single Family,2 Renter,0 Not Assisted
1.74596E+11,-9,73600,1436,-6,4,1940,100000,-6,-6,-6,145,-9,1 Single Family,1 Owner,.
1.74597E+11,27,73600,1231,15492,3,1960,260000,2,92974,1677,177,93000,1 Single Family,1 Owner,.
1.74597E+11,62,74008,1445,18097,4,1985,390000,3,70374,1015,173.3333333,70000,1 Single Family,1 Owner,.
1.74778E+11,45,101200,1795,12019,2,1930,500000,1,84800,2865,140,80000,1 Single Family,1 Owner,.
1.74779E+11,64,101200,2948,23801,4,1930,500000,4,89974,2109,267.6666667,67500,1 Single Family,1 Owner,.
1.74846E+11,66,66200,765,11128,1,1960,-6,1,13000,591,92,0,3 5-19 units,2 Renter,0 Not Assisted
1.74847E+11,56,66200,945,28347,2,1975,30000,5,30961,404,171.75,31000,1 Single Family,1 Owner,.
1.74954E+11,47,63000,1474,15905,2,1940,-6,2,800,241,11,0,4 20-49 units,2 Renter,1 Assisted
1.75038E+11,58,61900,1921,23401,3,1975,-6,4,17522,381,47,0,3 5-19 units,2 Renter,1 Assisted
1.75238E+11,62,94400,1798,15517,3,1930,-6,2,61000,694,121,13000,1 Single Family,2 Renter,0 Not Assisted
1.75239E+11,35,94400,1798,18591,3,1975,-6,3,14987,155,67,15000,3 5-19 units,2 Renter,1 Assisted
1.75259E+11,31,79200,1394,15452,3,1950,60000,2,1487,883,224.6666667,0,1 Single Family,1 Owner,.
1.75259E+11,43,79200,1394,12071,3,1930,-6,1,85987,894,126,86000,1 Single Family,2 Renter,0 Not Assisted
1.75274E+11,36,94400,1955,27654,4,1940,-6,5,22774,385,0,22800,3 5-19 units,2 Renter,1 Assisted
1.75336E+11,60,73600,1231,12071,3,1970,150000,1,84987,2032,286,85000,1 Single Family,1 Owner,.
1.75336E+11,38,74008,1243,28229,3,1970,-6,5,31261,1148,29,31300,3 5-19 units,2 Renter,1 Assisted
1.75336E+11,58,73600,1231,23828,3,1960,-6,4,81948,967,48,82000,2 2-4 units,2 Renter,0 Not Assisted
1.75336E+11,50,74008,1445,24218,4,1970,280000,4,108761,2534,367.1666667,108000,1 Single Family,1 Owner,.
1.75337E+11,-9,74008,1243,-6,3,1975,60000,-6,-6,-6,29.58333333,-9,1 Single Family,1 Owner,.
1.75337E+11,53,74008,1243,15452,3,1980,190000,2,21987,1575,250.0833333,18000,1 Single Family,1 Owner,.
1.75337E+11,53,74008,1445,18652,4,1975,70000,3,6674,985,351.1666667,2700,1 Single Family,1 Owner,.
1.75358E+11,25,73600,966,12019,2,1920,-6,1,54987,920,0,55000,2 2-4 units,2 Renter,0 Not Assisted
1.75383E+11,73,89200,1082,11067,1,1970,300000,1,9850,415,20,0,3 5-19 units,1 Owner,.
1.75384E+11,59,89200,1361,18595,2,1920,50000,3,24334,887,220.5,0,1 Single Family,1 Owner,.
1.755E+11,74,63000,1895,13964,3,1930,300000,2,47000,1052,491.3333333,15000,2 2-4 units,1 Owner,.
1.755E+11,75,63000,1243,11067,1,1930,-6,1,36987,1132,32,37000,5 50+ units,2 Renter,0 Not Assisted
1.75501E+11,69,63000,1895,28229,3,1940,-6,5,39986,523,0,20012,5 50+ units,2 Renter,1 Assisted
1.75502E+11,-9,64400,1196,-6,4,1930,1,-6,-6,-6,62.5,-9,1 Single Family,1 Owner,.
1.75502E+11,82,64810,819,13948,2,1985,230000,2,55700,883,268.25,0,1 Single Family,1 Owner,.
1.75502E+11,-9,64400,821,-6,2,1960,-6,-6,-6,-6,368.4166667,-9,2 2-4 units,2 Renter,.
1.75502E+11,31,64810,1094,18595,3,1940,140000,3,59974,524,233,60000,1 Single Family,1 Owner,.
1.75503E+11,64,64400,1196,12019,4,1940,10000,1,33400,957,684.1666667,0,1 Single Family,1 Owner,.
1.75503E+11,45,64810,629,12005,1,1975,-6,1,58000,710,0,55000,4 20-49 units,2 Renter,0 Not Assisted
1.75503E+11,35,64810,1201,23462,4,1960,180000,4,99974,1614,244.4166667,100000,1 Single Family,1 Owner,.
1.75503E+11,68,64400,1196,32462,4,1970,10000,6,29949,447,222,20476,1 Single Family,1 Owner,.
1.75503E+11,23,64400,629,27539,1,1940,-6,5,14163,516,121,7000,2 2-4 units,2 Renter,0 Not Assisted
1.75578E+11,-9,66200,765,-6,1,1960,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
1.75579E+11,-9,61900,1921,-6,3,1970,-6,-6,-6,-6,172,-9,3 5-19 units,2 Renter,.
1.75583E+11,34,79200,1394,30913,3,1920,80000,6,29961,846,295.8333333,30000,1 Single Family,1 Owner,.
1.75583E+11,51,79200,1394,23863,3,1930,110000,4,66261,1073,248,65700,1 Single Family,1 Owner,.
1.75583E+11,53,79200,1119,15470,2,1930,-6,2,341917,938,172.6666667,341943,1 Single Family,2 Renter,0 Not Assisted
1.75583E+11,-9,79200,1394,-6,3,1930,-6,-6,-6,-6,298,-9,1 Single Family,2 Renter,.
1.75584E+11,32,79200,1394,12036,3,1960,50000,1,33110,804,161,31820,1 Single Family,1 Owner,.
1.75584E+11,45,79200,1394,12036,3,1920,80000,1,25312,803,197.6666667,0,1 Single Family,1 Owner,.
1.75584E+11,59,79200,1394,15470,3,1920,50000,2,12507,357,234,4000,1 Single Family,1 Owner,.
1.75584E+11,59,79200,1394,12019,3,1920,50000,1,4688,212,127,0,1 Single Family,1 Owner,.
1.75596E+11,24,74008,816,12019,1,1970,-6,1,49987,543,49,50000,5 50+ units,2 Renter,0 Not Assisted
1.75596E+11,-9,74008,816,-6,1,1970,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
1.75597E+11,24,74008,716,12005,0,1970,-6,1,-13,908,59,0,4 20-49 units,2 Renter,0 Not Assisted
1.75597E+11,-9,73600,1231,-6,3,1970,130000,-6,-6,-6,70.83333333,-9,1 Single Family,1 Owner,.
1.75779E+11,51,89200,1082,15517,1,1960,-6,2,211974,1595,95,212000,4 20-49 units,2 Renter,0 Not Assisted
1.75779E+11,23,89200,1082,15452,1,1950,-6,2,19974,1302,7,20000,4 20-49 units,2 Renter,0 Not Assisted
1.75822E+11,71,63000,1474,14007,2,1920,-6,2,-26,288,106,0,2 2-4 units,2 Renter,0 Not Assisted
1.75847E+11,28,66200,945,27539,2,1970,-6,5,51974,635,105,49000,1 Single Family,2 Renter,0 Not Assisted
1.75926E+11,58,64810,629,12019,1,1950,-6,1,4080,683,33,1360,3 5-19 units,2 Renter,0 Not Assisted
1.75927E+11,22,64810,819,15492,2,1970,-6,2,50987,785,75,50000,3 5-19 units,2 Renter,1 Assisted
1.76038E+11,53,61900,1921,42265,3,1940,500000,8,38935,1462,354,35463,1 Single Family,1 Owner,.
1.76087E+11,75,77954,1343,18050,3,1950,250000,3,70043,916,443.8333333,39000,1 Single Family,1 Owner,.
1.76259E+11,54,79200,1394,18574,3,1975,100000,3,77974,571,288,78000,1 Single Family,1 Owner,.
1.76282E+11,55,94400,1798,12036,3,1920,-6,1,13248,230,230,0,1 Single Family,2 Renter,0 Not Assisted
1.7632E+11,-9,66200,945,-6,2,1975,-6,-6,-6,-6,102,-9,4 20-49 units,2 Renter,.
1.76336E+11,-9,73600,966,-6,2,1960,-6,-6,-6,-6,27,-9,4 20-49 units,2 Renter,.
1.76336E+11,50,74008,1243,23462,3,1975,350000,4,120461,1922,166,116985,1 Single Family,1 Owner,.
1.76336E+11,65,74008,1243,18050,3,1950,170000,3,83787,749,191,60000,1 Single Family,1 Owner,.
1.76336E+11,53,74008,1445,23828,4,1960,350000,4,119948,2309,150.8333333,120000,1 Single Family,1 Owner,.
1.76336E+11,64,74008,1243,15452,3,1975,150000,2,127532,975,228,77000,1 Single Family,1 Owner,.
1.76337E+11,54,74008,971,18050,2,1995,-6,3,39974,1445,71,34752,3 5-19 units,2 Renter,0 Not Assisted
1.76357E+11,38,73600,815,23401,1,1970,-6,4,-26,792,42,0,3 5-19 units,2 Renter,0 Not Assisted
1.76358E+11,51,73600,815,12019,1,1960,-6,1,39987,659,59,40000,3 5-19 units,2 Renter,0 Not Assisted
1.76383E+11,24,89200,1082,18595,1,1970,-6,3,3974,266,106,4000,3 5-19 units,2 Renter,0 Not Assisted
1.76384E+11,43,105900,1583,23500,2,1930,-6,4,55434,945,95,55390,1 Single Family,2 Renter,0 Not Assisted
1.76453E+11,65,63000,1474,13948,2,1940,-6,2,49947,1923,123,0,2 2-4 units,2 Renter,0 Not Assisted
1.76483E+11,65,77954,1573,11067,4,1950,250000,1,29376,918,205.3333333,15000,1 Single Family,1 Owner,.
1.765E+11,24,63000,1474,18652,2,1920,-6,3,29974,1384,65,30000,2 2-4 units,2 Renter,0 Not Assisted
1.76501E+11,57,63000,1243,12005,1,1930,-6,1,797,818,49,0,5 50+ units,2 Renter,0 Not Assisted
1.76502E+11,81,64810,1094,13948,3,1950,150000,2,60000,629,244.5,0,1 Single Family,1 Owner,.
1.76502E+11,-9,64400,821,-6,2,1950,100000,-6,-6,-6,52.08333333,-9,2 2-4 units,1 Owner,.
1.76502E+11,-9,64400,1095,-6,3,1930,-6,-6,-6,-6,111,-9,1 Single Family,2 Renter,.
1.76502E+11,52,64810,1094,18097,3,1950,210000,3,86961,2132,324,87000,1 Single Family,1 Owner,.
1.76502E+11,-9,64400,821,-6,2,1920,-6,-6,-6,-6,80,-9,2 2-4 units,2 Renter,.
1.76503E+11,-9,64400,629,-6,1,1960,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
1.76503E+11,37,64810,1094,31843,3,1960,-6,6,33481,700,261,25000,4 20-49 units,2 Renter,1 Assisted
1.76503E+11,33,64400,629,12019,1,1920,-6,1,8520,201,24,0,5 50+ units,2 Renter,0 Not Assisted
1.76551E+11,42,79200,1603,34681,5,1919,330000,7,93574,1856,289,93600,1 Single Family,1 Owner,.
1.76551E+11,65,79200,1394,13948,3,1950,60000,2,15087,307,202,0,1 Single Family,1 Owner,.
1.76579E+11,83,61900,1101,11096,1,1960,50000,1,13500,215,52,0,6 Mobile Home,1 Owner,.
1.7658E+11,51,61900,1921,18622,3,1950,-6,3,18974,1019,86,19000,1 Single Family,2 Renter,0 Not Assisted
1.76583E+11,27,79200,1394,12055,3,1919,-6,1,-13,911,131,0,1 Single Family,2 Renter,0 Not Assisted
1.76583E+11,57,79200,1394,18574,3,1950,40000,3,9779,245,160.3333333,9600,1 Single Family,1 Owner,.
1.76583E+11,42,79200,1496,23543,4,1920,40000,4,29974,760,252,30000,1 Single Family,1 Owner,.
1.76583E+11,56,79200,1496,12036,4,1930,-6,1,6000,613,113,0,1 Single Family,2 Renter,0 Not Assisted
1.76584E+11,32,79200,1119,15517,2,1930,150000,2,75974,932,132,76000,1 Single Family,1 Owner,.
1.76584E+11,58,79200,1394,12019,3,1920,150000,1,30486,516,248.3333333,0,1 Single Family,1 Owner,.
1.76584E+11,37,79200,1394,18591,3,1980,-6,3,4787,109,0,0,1 Single Family,2 Renter,1 Assisted
1.76595E+11,32,63000,1895,18097,3,1950,-6,3,64961,1747,147,65000,2 2-4 units,2 Renter,0 Not Assisted
1.76596E+11,-9,74008,816,-6,1,1985,-6,-6,-6,-6,75,-9,4 20-49 units,2 Renter,.
1.76597E+11,59,74008,1243,18097,3,1930,260000,3,168047,2329,204,168000,1 Single Family,1 Owner,.
1.76597E+11,50,74008,971,12005,2,1980,-6,1,9600,1770,70,0,5 50+ units,2 Renter,0 Not Assisted
1.76597E+11,56,74008,1243,18070,3,1990,-6,3,87974,1757,217.3333333,68000,1 Single Family,2 Renter,0 Not Assisted
1.76823E+11,50,63000,1474,15517,2,1940,-6,2,34274,842,92,34300,3 5-19 units,2 Renter,1 Assisted
1.76846E+11,24,66200,765,12019,1,1980,-6,1,18000,717,167,6000,2 2-4 units,2 Renter,0 Not Assisted
1.76904E+11,42,105900,2058,12036,3,1950,120000,1,-13,616,125,0,1 Single Family,1 Owner,.
1.76926E+11,-9,64810,1094,-6,3,1970,-6,-6,-6,-6,64,-9,3 5-19 units,2 Renter,.
1.76927E+11,34,64400,821,15517,2,1930,-6,2,57974,885,135,58000,1 Single Family,2 Renter,0 Not Assisted
1.76954E+11,76,63000,2124,11080,4,1920,250000,1,63000,1596,825.4166667,0,2 2-4 units,1 Owner,.
1.76954E+11,26,63000,1474,23428,2,1920,-6,4,17374,1368,118,17400,2 2-4 units,2 Renter,0 Not Assisted
1.77015E+11,-9,61292,467,-6,0,1975,-6,-6,-6,-6,0,-9,3 5-19 units,2 Renter,.
1.77015E+11,59,61292,561,15492,1,1950,-6,2,11974,550,0,12000,3 5-19 units,2 Renter,0 Not Assisted
1.77037E+11,93,61900,1921,18050,3,1950,330000,3,47987,396,200.5,20000,1 Single Family,1 Owner,.
1.77037E+11,55,61900,1921,18622,3,1950,330000,3,103974,728,188.6666667,104000,1 Single Family,1 Owner,.
1.77038E+11,48,61900,1921,28735,3,1975,-6,5,59935,1564,64,60000,1 Single Family,2 Renter,0 Not Assisted
1.77054E+11,-9,63000,1243,-6,1,1919,-6,-6,-6,-6,209,-9,3 5-19 units,2 Renter,.
1.77087E+11,66,73559,1251,13964,3,1975,250000,2,60210,583,207.6666667,0,1 Single Family,1 Owner,.
1.7713E+11,38,89200,1361,23428,2,1960,-6,4,31068,1548,48,0,3 5-19 units,2 Renter,0 Not Assisted
1.77151E+11,45,73600,1436,18595,4,2007,160000,3,57974,1974,211.25,58000,1 Single Family,1 Owner,.
1.772E+11,53,61292,467,12019,0,1950,-6,1,8500,414,14,0,3 5-19 units,2 Renter,0 Not Assisted
1.772E+11,55,61292,951,15452,3,1950,160000,2,58039,469,187.8333333,52014,1 Single Family,1 Owner,.
1.77258E+11,51,79200,1394,12005,3,1950,60000,1,37987,1214,206,38000,1 Single Family,1 Owner,.
1.77259E+11,75,79200,1496,18050,4,1975,200000,3,91987,683,300,57000,1 Single Family,1 Owner,.
1.77282E+11,80,94655,1150,11067,1,1970,-6,1,14400,375,0,0,5 50+ units,2 Renter,0 Not Assisted
1.77282E+11,-9,94655,1792,-6,3,1919,2520000,-6,-6,-6,100,-9,1 Single Family,1 Owner,.
1.7732E+11,38,66200,945,18622,2,1960,-6,3,15974,860,0,16000,5 50+ units,2 Renter,0 Not Assisted
1.77336E+11,57,74008,1243,15492,3,1960,200000,2,48974,1336,165.3333333,49000,1 Single Family,1 Owner,.
1.77336E+11,46,74008,1243,18070,3,1990,-6,3,74987,1459,242.1666667,55000,1 Single Family,2 Renter,0 Not Assisted
1.77336E+11,73,74008,816,13964,1,1995,-6,2,141500,958,41,93000,3 5-19 units,2 Renter,0 Not Assisted
1.77337E+11,37,74008,1243,12036,3,1995,30000,1,-13,1506,257.8333333,0,6 Mobile Home,1 Owner,.
1.77337E+11,77,74008,1445,13964,4,1970,400000,2,164600,1155,229.5,73500,1 Single Family,1 Owner,.
1.77337E+11,-9,74008,1243,-6,3,1919,380000,-6,-6,-6,37.5,-9,1 Single Family,1 Owner,.
1.77357E+11,81,73600,815,11067,1,1970,-6,1,16980,717,142,0,2 2-4 units,2 Renter,0 Not Assisted
1.77357E+11,30,73600,966,15452,2,1960,-6,2,44987,922,57,44500,4 20-49 units,2 Renter,0 Not Assisted
1.7738E+11,35,63000,1474,15537,2,1920,2520000,2,431917,2960,0,431943,5 50+ units,1 Owner,.
1.7738E+11,24,63000,1243,12055,1,1920,-6,1,54987,1999,95,55000,3 5-19 units,2 Renter,0 Not Assisted
1.7738E+11,33,63000,1243,12055,1,1919,-6,1,89987,2086,73,90000,3 5-19 units,2 Renter,0 Not Assisted
1.77385E+11,69,105900,1583,11067,2,1970,180000,1,22316,1851,75,5000,4 20-49 units,1 Owner,.
1.77452E+11,63,63000,1474,15492,2,1940,-6,2,45294,473,73,44914,4 20-49 units,2 Renter,1 Assisted
1.77482E+11,46,73559,1251,15452,3,1975,160000,2,38982,1101,143.3333333,20800,1 Single Family,1 Owner,.
1.77493E+11,53,84100,1621,15470,2,1960,-6,2,40974,1522,147,41000,2 2-4 units,2 Renter,0 Not Assisted
1.77494E+11,74,84100,2268,32498,3,1960,-6,6,23747,1049,49,0,2 2-4 units,2 Renter,0 Not Assisted
1.775E+11,26,63000,1474,23500,2,1919,-6,4,64974,814,114,65000,2 2-4 units,2 Renter,0 Not Assisted
1.77501E+11,51,63000,1474,24190,2,1930,150000,4,92974,1135,131,23000,3 5-19 units,1 Owner,.
1.77502E+11,43,64810,819,15492,2,1990,30000,2,49974,495,164.6666667,50000,2 2-4 units,1 Owner,.
1.77502E+11,-9,64400,1095,-6,3,1930,1,-6,-6,-6,125,-9,1 Single Family,1 Owner,.
1.77502E+11,74,64810,819,13948,2,1975,-6,2,13040,320,74,0,3 5-19 units,2 Renter,1 Assisted
1.77502E+11,25,64400,1095,23428,3,1930,20000,4,19174,685,493,19200,2 2-4 units,1 Owner,.
1.77502E+11,38,64810,1094,23500,3,1960,100000,4,99974,928,322,100000,1 Single Family,1 Owner,.
1.77503E+11,63,64400,1196,33182,4,1930,50000,6,25448,430,227,0,1 Single Family,1 Owner,.
1.77503E+11,39,64810,819,18622,2,1985,-6,3,44961,971,75.5,45000,3 5-19 units,2 Renter,0 Not Assisted
1.77503E+11,70,64810,629,11067,1,1970,-6,1,33500,1036,136.8333333,32000,3 5-19 units,2 Renter,0 Not Assisted
1.77503E+11,55,64400,821,12055,2,1920,70000,1,29987,429,220.6666667,30000,1 Single Family,1 Owner,.
1.77503E+11,-9,64400,1095,-6,3,1960,-6,-6,-6,-6,189.6666667,-9,1 Single Family,2 Renter,.
1.77559E+11,-9,67496,701,-6,1,1975,-6,-6,-6,-6,0,-9,5 50+ units,2 Renter,.
1.77583E+11,57,79200,929,12005,1,1990,-6,1,6000,201,0,0,4 20-49 units,2 Renter,1 Assisted
1.77583E+11,67,79200,1812,27539,6,1920,200000,5,2374,154,101,0,1 Single Family,1 Owner,.
1.77583E+11,57,79200,929,12005,1,1990,-6,1,-13,241,41,0,5 50+ units,2 Renter,1 Assisted
1.77584E+11,42,79200,1394,27539,3,1919,250000,5,99324,1791,458.9166667,88147,1 Single Family,1 Owner,.
1.77584E+11,70,79200,1496,11067,4,1919,500000,1,32554,613,217.75,0,1 Single Family,1 Owner,.
1.77584E+11,63,79200,1119,18622,2,1950,-6,3,63000,777,52,0,3 5-19 units,2 Renter,0 Not Assisted
1.77584E+11,61,79200,1394,12005,3,1930,-6,1,8740,200,0,0,2 2-4 units,2 Renter,1 Assisted
1.77589E+11,-9,71022,796,-6,2,1980,150000,-6,-6,-6,62.5,-9,1 Single Family,1 Owner,.
1.77589E+11,66,71022,796,13948,2,1919,300000,2,35268,895,181,0,1 Single Family,1 Owner,.
1.77596E+11,52,74008,1445,15452,4,1975,450000,2,587,1320,278,0,1 Single Family,1 Owner,.
1.77778E+11,26,101200,1423,12005,1,1975,-6,1,10000,2300,127,0,3 5-19 units,2 Renter,0 Not Assisted
